group,variable,value
Lounges,French,0.29425641977584394
Lounges,Caribbean,0.0
Lounges,Arts & Entertainment,0.0
Lounges,Arabian,0.0
Lounges,Thai,0.0
Lounges,Butcher,0.0
Lounges,Himalayan-Nepalese,0.017894627742380553
Lounges,Brazilian,0.0
Lounges,Gluten-Free,0.0
Lounges,Jazz & Blues,0.0
Lounges,Adult Entertainment,0.12499830300273884
Lounges,Tex-Mex,0.0
Lounges,Fruits & Veggies,0.0
Lounges,Music Venues,0.0
Lounges,Korean,0.0
Lounges,Amusement Parks,0.0
Lounges,Automotive,0.0
Lounges,Tapas-Small Plates,0.2942564203429205
Lounges,Scandinavian,0.023855708999413215
Lounges,Outlet Stores,0.03310849951436141
Lounges,Laotian,0.017776079930273317
Lounges,Pizza,0.0
Lounges,Buffets,0.0424516095094048
Lounges,Malaysian,0.08996476519624556
Lounges,Food Delivery Services,0.0
Lounges,Desserts,0.0
Lounges,Car Wash,0.0
Lounges,Creperies,0.0
Lounges,Basque,0.0
Lounges,Health Markets,0.0
Lounges,Pool Halls,0.0
Lounges,Cultural Center,0.12499830277536823
Lounges,Specialty Food,0.0
Lounges,Sushi Bars,0.007429145617829887
Lounges,Piano Bars,0.12499830300273884
Lounges,Arcades,0.0
Lounges,Italian,0.0
Lounges,Cheesesteaks,0.0
Lounges,Chicken Wings,0.0
Lounges,Bakeries,0.0
Lounges,Hot Pot,0.013107277708303961
Lounges,Pubs,0.0
Lounges,Shanghainese,0.013901331513460726
Lounges,Sandwiches,0.0
Lounges,Irish,0.0
Lounges,Juice Bars & Smoothies,0.0
Lounges,Food Court,0.0
Lounges,Barbeque,0.0
Lounges,American (Traditional),0.08517188614142839
Lounges,Live-Raw Food,0.0
Lounges,Kosher,0.0
Lounges,Mongolian,0.017244375325533665
Lounges,Hookah Bars,0.0
Lounges,Soup,0.0
Lounges,Chocolatiers & Shops,0.12499830300273884
Lounges,Indonesian,0.12499830300273884
Lounges,Personal Shopping,0.0
Lounges,Tapas Bars,0.24535670791703465
Lounges,Cambodian,0.12499307798123405
Lounges,Gelato,0.0
Lounges,Drugstores,0.0
Lounges,Hotels,0.0
Lounges,Fondue,0.0
Lounges,Japanese,0.29425644866634915
Lounges,Cheese Shops,0.0
Lounges,Soul Food,0.0
Lounges,Mediterranean,0.0
Lounges,Pakistani,0.0
Lounges,Casinos,0.0
Lounges,Vegetarian,0.0
Lounges,Breakfast & Brunch,0.2021639524915059
Lounges,Breweries,0.0
Lounges,Hawaiian,0.0
Lounges,Shopping Centers,0.0
Lounges,Filipino,0.0
Lounges,Salvadoran,0.0
Lounges,Vegan,0.0
Lounges,Active Life,0.0
Lounges,Ukrainian,0.024364832119483735
Lounges,Landmarks & Historical Buildings,0.0
Lounges,Do-It-Yourself Food,0.0
Lounges,Coffee & Tea,0.0
Lounges,Chinese,0.032352095604143906
Lounges,Swimming Pools,0.12499830300273884
Lounges,Cajun-Creole,0.0
Lounges,Greek,0.0
Lounges,Ramen,0.29425642511404215
Lounges,Bowling,0.0
Lounges,Spanish,0.031145295924642127
Lounges,Cafes,0.0
Lounges,Cuban,0.014938409302254709
Lounges,Seafood,0.1576853809746849
Lounges,Belgian,0.0
Lounges,Salad,0.0
Lounges,Russian,0.0
Lounges,Lebanese,0.0
Lounges,German,0.0
Lounges,Comfort Food,0.0
Lounges,Cantonese,0.0
Lounges,Bubble Tea,0.0
Lounges,Singaporean,0.0
Lounges,Cocktail Bars,0.016431164163957526
Lounges,Nightlife,0.3873126758547845
Lounges,Ice Cream & Frozen Yogurt,0.0
Lounges,Bistros,0.0
Lounges,Local Flavor,0.0
Lounges,RV Parks,0.0
Lounges,Canadian (New),0.02135837972865107
Lounges,Diners,0.0
Lounges,Delis,0.0
Lounges,Party & Event Planning,0.0
Lounges,Festivals,0.0
Lounges,Food,0.0
Lounges,Street Vendors,0.0
Lounges,Ethiopian,0.0
Lounges,Food Trucks,0.0
Lounges,Cafeteria,0.12499830300273884
Lounges,Dim Sum,0.02920695050133565
Lounges,Scottish,0.0
Lounges,Middle Eastern,0.0
Lounges,Pretzels,0.0
Lounges,Taiwanese,0.09215747386786483
Wineries,Karaoke,0.0
Wineries,Seafood Markets,0.0
Wineries,British,0.0
Wineries,American (New),0.0
Wineries,Peruvian,0.013647600561663566
Wineries,Internet Cafes,0.0
Wineries,Food Stands,0.0
Wineries,Vietnamese,0.0
Wineries,Dance Clubs,0.0
Wineries,Argentine,0.011658238441043073
Wineries,Asian Fusion,0.0
Wineries,African,0.0
Wineries,Sports Bars,0.0
Wineries,Burgers,0.0
Wineries,Halal,0.0
Wineries,Donuts,0.012762931832259674
Wineries,Szechuan,0.0
Wineries,Dive Bars,0.0
Wineries,Turkish,0.017027106350968706
Wineries,Venues & Event Spaces,0.0
Wineries,Gastropubs,0.0
Wineries,Indian,0.0
Wineries,Moroccan,0.01216878711486138
Wineries,Polish,0.01600443130331531
Wineries,Champagne Bars,0.03256785350770414
Wineries,Southern,0.0
Wineries,Lounges,0.0
Wineries,Wineries,1.0
Wineries,Tea Rooms,0.0
Wineries,Bagels,0.0
Wineries,Beer, Wine & Spirits,0.0
Wineries,Persian-Iranian,0.0
Wineries,Latin American,0.0
Wineries,Tours,0.030226623044881915
Wineries,Wine Bars,0.0
Wineries,Shopping,0.0
Wineries,Portuguese,0.09999999635861916
Wineries,Meat Shops,0.0
Wineries,Mexican,0.0
Wineries,Hotels & Travel,0.0
Wineries,Performing Arts,0.0
Wineries,Venezuelan,0.0
Wineries,Steakhouses,0.0
Wineries,Afghan,0.0
Wineries,Modern European,0.0
Wineries,Convenience Stores,0.0
Wineries,Golf,0.0
Wineries,Grocery,0.0
Wineries,Event Planning & Services,0.0
Wineries,Country Dance Halls,0.09999999181114601
Wineries,Fish & Chips,0.0
Wineries,Distilleries,0.009873716346874787
Wineries,Fast Food,0.0
Wineries,Shaved Ice,0.01358824519994852
Wineries,Ethnic Food,0.0
Wineries,Bars,0.0
Wineries,Public Services & Government,0.0
Wineries,Brasseries,0.0
Wineries,Hot Dogs,0.0
Wineries,Cinema,0.0
Wineries,Caterers,0.0
Wineries,French,0.0
Wineries,Caribbean,0.0
Wineries,Arts & Entertainment,0.0
Wineries,Arabian,0.0
Wineries,Thai,0.0
Wineries,Butcher,0.0
Wineries,Himalayan-Nepalese,0.014472788241929737
Wineries,Brazilian,0.0
Wineries,Gluten-Free,0.0
Wineries,Jazz & Blues,0.0
Wineries,Adult Entertainment,0.09999999635861916
Wineries,Tex-Mex,0.0
Wineries,Fruits & Veggies,0.0
Wineries,Music Venues,0.0
Wineries,Korean,0.0
Wineries,Amusement Parks,0.0
Wineries,Automotive,0.0
Wineries,Tapas-Small Plates,0.0
Wineries,Scandinavian,0.01908487470844386
Wineries,Outlet Stores,0.026489824753553808
Wineries,Laotian,0.014437428234062277
Wineries,Pizza,0.0
Wineries,Buffets,0.0
Wineries,Malaysian,0.0
Wineries,Food Delivery Services,0.0
Wineries,Desserts,0.0
Wineries,Car Wash,0.0
Wineries,Creperies,0.0
Wineries,Basque,0.0
Wineries,Health Markets,0.0
Wineries,Pool Halls,0.0
Wineries,Cultural Center,0.0999999938484139
Wineries,Specialty Food,0.0
Wineries,Sushi Bars,0.0
Wineries,Piano Bars,0.09999999635861916
Wineries,Arcades,0.0
Wineries,Italian,0.0
Wineries,Cheesesteaks,0.0
Wineries,Chicken Wings,0.0
Wineries,Bakeries,0.0
Wineries,Hot Pot,0.010482693656282512
Wineries,Pubs,0.0
Wineries,Shanghainese,0.011152212809627369
Wineries,Sandwiches,0.0
Wineries,Irish,0.0
Wineries,Juice Bars & Smoothies,0.0
Wineries,Food Court,0.0
Wineries,Barbeque,0.0
Wineries,American (Traditional),0.0
Wineries,Live-Raw Food,0.0
Wineries,Kosher,0.0
Wineries,Mongolian,0.01379525529434374
Wineries,Hookah Bars,0.0
Wineries,Soup,0.0
Wineries,Chocolatiers & Shops,0.09999999635861916
Wineries,Indonesian,0.09999999635861916
Wineries,Personal Shopping,0.0
Wineries,Tapas Bars,0.0
Wineries,Cambodian,0.09998208336681187
Wineries,Gelato,0.0
Wineries,Drugstores,0.0
Wineries,Hotels,0.0
Wineries,Fondue,0.0
Wineries,Japanese,0.0
Wineries,Cheese Shops,0.0
Wineries,Soul Food,0.0
Wineries,Mediterranean,0.0
Wineries,Pakistani,0.0
Wineries,Casinos,0.0
Wineries,Vegetarian,0.0
Wineries,Breakfast & Brunch,0.0
Wineries,Breweries,0.0
Wineries,Hawaiian,0.0
Wineries,Shopping Centers,0.0
Wineries,Filipino,0.0
Wineries,Salvadoran,0.0
Wineries,Vegan,0.0
Wineries,Active Life,0.0
Wineries,Ukrainian,0.019491690213519007
Wineries,Landmarks & Historical Buildings,0.0
Wineries,Do-It-Yourself Food,0.0
Wineries,Coffee & Tea,0.0
Wineries,Chinese,0.0
Wineries,Swimming Pools,0.09999999635861916
Wineries,Cajun-Creole,0.0
Wineries,Greek,0.0
Wineries,Ramen,0.0
Wineries,Bowling,0.0
Wineries,Spanish,0.0
Wineries,Cafes,0.0
Wineries,Cuban,0.011956350820300773
Wineries,Seafood,0.0
Wineries,Belgian,0.0
Wineries,Salad,0.0
Wineries,Russian,0.0
Wineries,Lebanese,0.0
Wineries,German,0.0
Wineries,Comfort Food,0.0
Wineries,Cantonese,0.0
Wineries,Bubble Tea,0.0
Wineries,Singaporean,0.0
Wineries,Cocktail Bars,0.0
Wineries,Nightlife,0.0
Wineries,Ice Cream & Frozen Yogurt,0.0
Wineries,Bistros,0.0
Wineries,Local Flavor,0.0
Wineries,RV Parks,0.0
Wineries,Canadian (New),0.017086874047510338
Wineries,Diners,0.0
Wineries,Delis,0.0
Wineries,Party & Event Planning,0.0
Wineries,Festivals,0.0
Wineries,Food,0.0
Wineries,Street Vendors,0.0
Wineries,Ethiopian,0.0
Wineries,Food Trucks,0.0
Wineries,Cafeteria,0.09999999635861916
Wineries,Dim Sum,0.0
Wineries,Scottish,0.0
Wineries,Middle Eastern,0.0
Wineries,Pretzels,0.0
Wineries,Taiwanese,0.0
Tea Rooms,Karaoke,0.0
Tea Rooms,Seafood Markets,0.0
Tea Rooms,British,0.0
Tea Rooms,American (New),0.0
Tea Rooms,Peruvian,0.013647602584832544
Tea Rooms,Internet Cafes,0.0
Tea Rooms,Food Stands,0.0
Tea Rooms,Vietnamese,0.0
Tea Rooms,Dance Clubs,0.0
Tea Rooms,Argentine,0.011658238563198108
Tea Rooms,Asian Fusion,0.0
Tea Rooms,African,0.0
Tea Rooms,Sports Bars,0.0
Tea Rooms,Burgers,0.0
Tea Rooms,Halal,0.0
Tea Rooms,Donuts,0.012762932213493203
Tea Rooms,Szechuan,0.0
Tea Rooms,Dive Bars,0.0
Tea Rooms,Turkish,0.01702710862112798
Tea Rooms,Venues & Event Spaces,0.0
Tea Rooms,Gastropubs,0.0
Tea Rooms,Indian,0.0
Tea Rooms,Moroccan,0.012168787095786868
Tea Rooms,Polish,0.016004433291474628
Tea Rooms,Champagne Bars,0.03256785445437795
Tea Rooms,Southern,0.0
Tea Rooms,Lounges,0.0
Tea Rooms,Wineries,0.0
Tea Rooms,Tea Rooms,0.999999991702172
Tea Rooms,Bagels,0.0
Tea Rooms,Beer, Wine & Spirits,0.0
Tea Rooms,Persian-Iranian,0.0
Tea Rooms,Latin American,0.0
Tea Rooms,Tours,0.03941365815685166
Tea Rooms,Wine Bars,0.0
Tea Rooms,Shopping,0.2980302668086065
Tea Rooms,Portuguese,0.10000000000036545
Tea Rooms,Meat Shops,0.0
Tea Rooms,Mexican,0.0
Tea Rooms,Hotels & Travel,0.0
Tea Rooms,Performing Arts,0.0
Tea Rooms,Venezuelan,0.0
Tea Rooms,Steakhouses,0.0
Tea Rooms,Afghan,0.0
Tea Rooms,Modern European,0.0
Tea Rooms,Convenience Stores,0.0
Tea Rooms,Golf,0.0
Tea Rooms,Grocery,0.0
Tea Rooms,Event Planning & Services,0.0
Tea Rooms,Country Dance Halls,0.09999999217871175
Tea Rooms,Fish & Chips,0.0
Tea Rooms,Distilleries,0.00987355525590389
Tea Rooms,Fast Food,0.0
Tea Rooms,Shaved Ice,0.013612561389817687
Tea Rooms,Ethnic Food,0.0
Tea Rooms,Bars,0.0
Tea Rooms,Public Services & Government,0.0
Tea Rooms,Brasseries,0.0
Tea Rooms,Hot Dogs,0.0
Tea Rooms,Cinema,0.0
Tea Rooms,Caterers,0.0
Tea Rooms,French,0.0
Tea Rooms,Caribbean,0.0
Tea Rooms,Arts & Entertainment,0.0
Tea Rooms,Arabian,0.0
Tea Rooms,Thai,0.0
Tea Rooms,Butcher,0.0
Tea Rooms,Himalayan-Nepalese,0.014397289104720098
Tea Rooms,Brazilian,0.0
Tea Rooms,Gluten-Free,0.0
Tea Rooms,Jazz & Blues,0.0
Tea Rooms,Adult Entertainment,0.10000000000036545
Tea Rooms,Tex-Mex,0.0
Tea Rooms,Fruits & Veggies,0.0
Tea Rooms,Music Venues,0.0
Tea Rooms,Korean,0.0
Tea Rooms,Amusement Parks,0.0
Tea Rooms,Automotive,0.0
Tea Rooms,Tapas-Small Plates,0.0
Tea Rooms,Scandinavian,0.01908507604558827
Tea Rooms,Outlet Stores,0.026487418519181228
Tea Rooms,Laotian,0.01424021622932323
Tea Rooms,Pizza,0.0
Tea Rooms,Buffets,0.0
Tea Rooms,Malaysian,0.0
Tea Rooms,Food Delivery Services,0.0
Tea Rooms,Desserts,0.0
Tea Rooms,Car Wash,0.0
Tea Rooms,Creperies,0.0
Tea Rooms,Basque,0.0
Tea Rooms,Health Markets,0.0
Tea Rooms,Pool Halls,0.0
Tea Rooms,Cultural Center,0.09999999618048785
Tea Rooms,Specialty Food,0.0
Tea Rooms,Sushi Bars,0.0
Tea Rooms,Piano Bars,0.10000000000036545
Tea Rooms,Arcades,0.0
Tea Rooms,Italian,0.0
Tea Rooms,Cheesesteaks,0.0
Tea Rooms,Chicken Wings,0.0
Tea Rooms,Bakeries,0.0
Tea Rooms,Hot Pot,0.010485038149823558
Tea Rooms,Pubs,0.0
Tea Rooms,Shanghainese,0.011183805408239177
Tea Rooms,Sandwiches,0.245340731073581
Tea Rooms,Irish,0.0
Tea Rooms,Juice Bars & Smoothies,0.0
Tea Rooms,Food Court,0.0
Tea Rooms,Barbeque,0.0
Tea Rooms,American (Traditional),0.0
Tea Rooms,Live-Raw Food,0.0
Tea Rooms,Kosher,0.44171914745186897
Tea Rooms,Mongolian,0.013795409734741247
Tea Rooms,Hookah Bars,0.0
Tea Rooms,Soup,0.0
Tea Rooms,Chocolatiers & Shops,0.10000000000036545
Tea Rooms,Indonesian,0.10000000000036545
Tea Rooms,Personal Shopping,0.0
Tea Rooms,Tapas Bars,0.0
Tea Rooms,Cambodian,0.0999973679940235
Tea Rooms,Gelato,0.0
Tea Rooms,Drugstores,1.0
Tea Rooms,Hotels,0.0
Tea Rooms,Fondue,0.0
Tea Rooms,Japanese,0.0
Tea Rooms,Cheese Shops,0.0
Tea Rooms,Soul Food,0.0
Tea Rooms,Mediterranean,0.0
Tea Rooms,Pakistani,0.0
Tea Rooms,Casinos,0.0
Tea Rooms,Vegetarian,0.0
Tea Rooms,Breakfast & Brunch,0.0
Tea Rooms,Breweries,0.0
Tea Rooms,Hawaiian,0.0
Tea Rooms,Shopping Centers,0.0
Tea Rooms,Filipino,0.0
Tea Rooms,Salvadoran,0.0
Tea Rooms,Vegan,0.0
Tea Rooms,Active Life,0.0
Tea Rooms,Ukrainian,0.019489846662970194
Tea Rooms,Landmarks & Historical Buildings,0.03747721319031733
Tea Rooms,Do-It-Yourself Food,0.0
Tea Rooms,Coffee & Tea,0.0
Tea Rooms,Chinese,0.0
Tea Rooms,Swimming Pools,0.10000000000036545
Tea Rooms,Cajun-Creole,0.0
Tea Rooms,Greek,0.0
Tea Rooms,Ramen,0.0
Tea Rooms,Bowling,0.0
Tea Rooms,Spanish,0.0
Tea Rooms,Cafes,0.0
Tea Rooms,Cuban,0.011967727994631198
Tea Rooms,Seafood,0.0
Tea Rooms,Belgian,0.0
Tea Rooms,Salad,0.0
Tea Rooms,Russian,0.0
Tea Rooms,Lebanese,0.0
Tea Rooms,German,0.0
Tea Rooms,Comfort Food,0.0
Tea Rooms,Cantonese,0.0
Tea Rooms,Bubble Tea,0.0
Tea Rooms,Singaporean,0.0
Tea Rooms,Cocktail Bars,0.0
Tea Rooms,Nightlife,0.0
Tea Rooms,Ice Cream & Frozen Yogurt,0.0
Tea Rooms,Bistros,0.0
Tea Rooms,Local Flavor,0.0
Tea Rooms,RV Parks,0.0
Tea Rooms,Canadian (New),0.017087627549888067
Tea Rooms,Diners,0.0
Tea Rooms,Delis,0.0
Tea Rooms,Party & Event Planning,0.0
Tea Rooms,Festivals,0.0
Tea Rooms,Food,0.0
Tea Rooms,Street Vendors,0.0
Tea Rooms,Ethiopian,0.0
Tea Rooms,Food Trucks,0.0
Tea Rooms,Cafeteria,0.10000000000036545
Tea Rooms,Dim Sum,0.0
Tea Rooms,Scottish,0.0
Tea Rooms,Middle Eastern,0.0
Tea Rooms,Pretzels,0.0
Tea Rooms,Taiwanese,0.0
Bagels,Karaoke,0.0
Bagels,Seafood Markets,0.0
Bagels,British,0.0
Bagels,American (New),0.0
Bagels,Peruvian,0.013647600072934219
Bagels,Internet Cafes,0.0
Bagels,Food Stands,0.0
Bagels,Vietnamese,0.0
Bagels,Dance Clubs,0.0
Bagels,Argentine,0.01165823870794973
Bagels,Asian Fusion,0.0
Bagels,African,0.0
Bagels,Sports Bars,0.0
Bagels,Burgers,0.0
Bagels,Halal,0.0
Bagels,Donuts,0.012762931657926213
Bagels,Szechuan,0.0
Bagels,Dive Bars,0.0
Bagels,Turkish,0.017027106893641134
Bagels,Venues & Event Spaces,0.0
Bagels,Gastropubs,0.0
Bagels,Indian,0.0
Bagels,Moroccan,0.012168787005267299
Bagels,Polish,0.01600443079056598
Bagels,Champagne Bars,0.03256785313884034
Bagels,Southern,0.0
Bagels,Lounges,0.0
Bagels,Wineries,0.0
Bagels,Tea Rooms,0.0
Bagels,Bagels,0.999999973033201
Bagels,Beer, Wine & Spirits,0.0
Bagels,Persian-Iranian,0.0
Bagels,Latin American,0.0
Bagels,Tours,0.03953603878388798
Bagels,Wine Bars,0.0
Bagels,Shopping,0.72331475577034
Bagels,Portuguese,0.09999999333695478
Bagels,Meat Shops,0.0
Bagels,Mexican,0.0
Bagels,Hotels & Travel,0.0
Bagels,Performing Arts,0.0
Bagels,Venezuelan,0.0
Bagels,Steakhouses,0.0
Bagels,Afghan,0.0
Bagels,Modern European,0.0
Bagels,Convenience Stores,0.0
Bagels,Golf,0.0
Bagels,Grocery,0.0
Bagels,Event Planning & Services,0.0
Bagels,Country Dance Halls,0.09999998784360746
Bagels,Fish & Chips,0.0
Bagels,Distilleries,0.009873796849446554
Bagels,Fast Food,0.30601187555056203
Bagels,Shaved Ice,0.013596193087990885
Bagels,Ethnic Food,0.0
Bagels,Bars,0.0
Bagels,Public Services & Government,0.0
Bagels,Brasseries,0.0
Bagels,Hot Dogs,0.0
Bagels,Cinema,0.0
Bagels,Caterers,0.0
Bagels,French,0.0
Bagels,Caribbean,0.0
Bagels,Arts & Entertainment,0.0
Bagels,Arabian,0.0
Bagels,Thai,0.0
Bagels,Butcher,0.0
Bagels,Himalayan-Nepalese,0.0143320401520732
Bagels,Brazilian,0.0
Bagels,Gluten-Free,0.0
Bagels,Jazz & Blues,0.0
Bagels,Adult Entertainment,0.09999999333695478
Bagels,Tex-Mex,0.0
Bagels,Fruits & Veggies,0.0
Bagels,Music Venues,0.0
Bagels,Korean,0.0
Bagels,Amusement Parks,0.0
Bagels,Automotive,0.0
Bagels,Tapas-Small Plates,0.0
Bagels,Scandinavian,0.019084893131961465
Bagels,Outlet Stores,0.02649306162891706
Bagels,Laotian,0.01425835923402821
Bagels,Pizza,0.0
Bagels,Buffets,0.0
Bagels,Malaysian,0.0
Bagels,Food Delivery Services,0.0
Bagels,Desserts,0.0
Bagels,Car Wash,0.0
Bagels,Creperies,0.0
Bagels,Basque,0.0
Bagels,Health Markets,0.0
Bagels,Pool Halls,0.0
Bagels,Cultural Center,0.0999999862792769
Bagels,Specialty Food,0.0
Bagels,Sushi Bars,0.0
Bagels,Piano Bars,0.09999999333695478
Bagels,Arcades,0.0
Bagels,Italian,0.0
Bagels,Cheesesteaks,0.0
Bagels,Chicken Wings,0.0
Bagels,Bakeries,0.13242888343417206
Bagels,Hot Pot,0.01048246233553675
Bagels,Pubs,0.0
Bagels,Shanghainese,0.011213154533562013
Bagels,Sandwiches,0.7712386754633042
Bagels,Irish,0.0
Bagels,Juice Bars & Smoothies,0.0
Bagels,Food Court,0.0
Bagels,Barbeque,0.0
Bagels,American (Traditional),0.0
Bagels,Live-Raw Food,0.0
Bagels,Kosher,0.33240660240624664
Bagels,Mongolian,0.013796452642367256
Bagels,Hookah Bars,0.0
Bagels,Soup,0.0
Bagels,Chocolatiers & Shops,0.09999999333695478
Bagels,Indonesian,0.09999999333695478
Bagels,Personal Shopping,0.0
Bagels,Tapas Bars,0.0
Bagels,Cambodian,0.09999943741801046
Bagels,Gelato,0.0
Bagels,Drugstores,0.0
Bagels,Hotels,0.0
Bagels,Fondue,0.0
Bagels,Japanese,0.0
Bagels,Cheese Shops,0.0
Bagels,Soul Food,0.0
Bagels,Mediterranean,0.0
Bagels,Pakistani,0.0
Bagels,Casinos,0.0
Bagels,Vegetarian,0.0
Bagels,Breakfast & Brunch,0.38402623192400026
Bagels,Breweries,0.0
Bagels,Hawaiian,0.0
Bagels,Shopping Centers,1.0
Bagels,Filipino,0.0
Bagels,Salvadoran,0.0
Bagels,Vegan,0.0
Bagels,Active Life,0.0
Bagels,Ukrainian,0.019490348233548036
Bagels,Landmarks & Historical Buildings,0.0
Bagels,Do-It-Yourself Food,0.0
Bagels,Coffee & Tea,0.0
Bagels,Chinese,0.0
Bagels,Swimming Pools,0.09999999333695478
Bagels,Cajun-Creole,0.0
Bagels,Greek,0.0
Bagels,Ramen,0.0
Bagels,Bowling,0.0
Bagels,Spanish,0.0
Bagels,Cafes,0.19138778436248371
Bagels,Cuban,0.011959593517491957
Bagels,Seafood,0.0
Bagels,Belgian,0.0
Bagels,Salad,0.13853322514723812
Bagels,Russian,0.0
Bagels,Lebanese,0.0
Bagels,German,0.0
Bagels,Comfort Food,0.0
Bagels,Cantonese,0.0
Bagels,Bubble Tea,0.0
Bagels,Singaporean,0.0
Bagels,Cocktail Bars,0.0
Bagels,Nightlife,0.0
Bagels,Ice Cream & Frozen Yogurt,0.0
Bagels,Bistros,0.0
Bagels,Local Flavor,0.0
Bagels,RV Parks,0.0
Bagels,Canadian (New),0.017086555713804956
Bagels,Diners,0.06502468298280678
Bagels,Delis,0.999999970993316
Bagels,Party & Event Planning,0.0
Bagels,Festivals,0.0
Bagels,Food,0.5265786083256956
Bagels,Street Vendors,0.0
Bagels,Ethiopian,0.0
Bagels,Food Trucks,0.0
Bagels,Cafeteria,0.09999999333695478
Bagels,Dim Sum,0.0
Bagels,Scottish,0.0
Bagels,Middle Eastern,0.0
Bagels,Pretzels,0.0
Bagels,Taiwanese,0.0
Beer, Wine & Spirits,Karaoke,0.0
Beer, Wine & Spirits,Seafood Markets,0.0
Beer, Wine & Spirits,British,0.0
Beer, Wine & Spirits,American (New),0.063262503176297
Beer, Wine & Spirits,Peruvian,0.02007740192213563
Beer, Wine & Spirits,Internet Cafes,0.0
Beer, Wine & Spirits,Food Stands,0.0
Beer, Wine & Spirits,Vietnamese,0.0
Beer, Wine & Spirits,Dance Clubs,0.0
Beer, Wine & Spirits,Argentine,0.017122434241233695
Beer, Wine & Spirits,Asian Fusion,0.0
Beer, Wine & Spirits,African,0.0
Beer, Wine & Spirits,Sports Bars,0.0
Beer, Wine & Spirits,Burgers,0.0
Beer, Wine & Spirits,Halal,0.0
Beer, Wine & Spirits,Donuts,0.020374222249139633
Beer, Wine & Spirits,Szechuan,0.0
Beer, Wine & Spirits,Dive Bars,0.9194946570016126
Beer, Wine & Spirits,Turkish,0.025034371043999144
Beer, Wine & Spirits,Venues & Event Spaces,0.03923319368319317
Beer, Wine & Spirits,Gastropubs,0.032353219713200425
Beer, Wine & Spirits,Indian,0.0
Beer, Wine & Spirits,Moroccan,0.01793911353750616
Beer, Wine & Spirits,Polish,0.025521153794958503
Beer, Wine & Spirits,Champagne Bars,0.052221395757704264
Beer, Wine & Spirits,Southern,0.0
Beer, Wine & Spirits,Lounges,0.0
Beer, Wine & Spirits,Wineries,0.0
Beer, Wine & Spirits,Tea Rooms,0.0
Beer, Wine & Spirits,Bagels,0.0
Beer, Wine & Spirits,Beer, Wine & Spirits,1.0
Beer, Wine & Spirits,Persian-Iranian,0.0
Beer, Wine & Spirits,Latin American,0.0
Beer, Wine & Spirits,Tours,0.058053826286209496
Beer, Wine & Spirits,Wine Bars,0.0
Beer, Wine & Spirits,Shopping,0.0
Beer, Wine & Spirits,Portuguese,0.14711135315129323
Beer, Wine & Spirits,Meat Shops,0.0
Beer, Wine & Spirits,Mexican,0.0
Beer, Wine & Spirits,Hotels & Travel,0.0
Beer, Wine & Spirits,Performing Arts,0.0
Beer, Wine & Spirits,Venezuelan,0.0
Beer, Wine & Spirits,Steakhouses,0.0
Beer, Wine & Spirits,Afghan,0.0
Beer, Wine & Spirits,Modern European,0.0
Beer, Wine & Spirits,Convenience Stores,0.0
Beer, Wine & Spirits,Golf,0.0
Beer, Wine & Spirits,Grocery,0.0
Beer, Wine & Spirits,Event Planning & Services,0.0
Beer, Wine & Spirits,Country Dance Halls,0.14711135304425565
Beer, Wine & Spirits,Fish & Chips,0.0
Beer, Wine & Spirits,Distilleries,0.014525300875490947
Beer, Wine & Spirits,Fast Food,0.0
Beer, Wine & Spirits,Shaved Ice,0.01998912456515216
Beer, Wine & Spirits,Ethnic Food,0.0
Beer, Wine & Spirits,Bars,0.0
Beer, Wine & Spirits,Public Services & Government,0.0
Beer, Wine & Spirits,Brasseries,0.0
Beer, Wine & Spirits,Hot Dogs,0.0
Beer, Wine & Spirits,Cinema,0.31032819315880966
Beer, Wine & Spirits,Caterers,0.0
Beer, Wine & Spirits,French,0.0
Beer, Wine & Spirits,Caribbean,0.0
Beer, Wine & Spirits,Arts & Entertainment,0.1273517992946704
Beer, Wine & Spirits,Arabian,0.0
Beer, Wine & Spirits,Thai,0.0
Beer, Wine & Spirits,Butcher,0.0
Beer, Wine & Spirits,Himalayan-Nepalese,0.02130740740124818
Beer, Wine & Spirits,Brazilian,0.0
Beer, Wine & Spirits,Gluten-Free,0.0
Beer, Wine & Spirits,Jazz & Blues,0.0
Beer, Wine & Spirits,Adult Entertainment,0.14711135315129323
Beer, Wine & Spirits,Tex-Mex,0.0
Beer, Wine & Spirits,Fruits & Veggies,0.0
Beer, Wine & Spirits,Music Venues,0.0
Beer, Wine & Spirits,Korean,0.0
Beer, Wine & Spirits,Amusement Parks,0.14470937155067085
Beer, Wine & Spirits,Automotive,0.0
Beer, Wine & Spirits,Tapas-Small Plates,0.0
Beer, Wine & Spirits,Scandinavian,0.028075305802872833
Beer, Wine & Spirits,Outlet Stores,0.03896670376859645
Beer, Wine & Spirits,Laotian,0.021044669576601237
Beer, Wine & Spirits,Pizza,0.0
Beer, Wine & Spirits,Buffets,0.0
Beer, Wine & Spirits,Malaysian,0.0
Beer, Wine & Spirits,Food Delivery Services,0.0
Beer, Wine & Spirits,Desserts,0.0
Beer, Wine & Spirits,Car Wash,0.0
Beer, Wine & Spirits,Creperies,0.0
Beer, Wine & Spirits,Basque,0.0
Beer, Wine & Spirits,Health Markets,0.0
Beer, Wine & Spirits,Pool Halls,0.0
Beer, Wine & Spirits,Cultural Center,0.14711138539942267
